"gameId","playId","pyoe_max","delta_max","second_delta_max","pyoe_min","delta_min","second_delta_min","pyoe_mean","delta_mean","second_delta_mean","pyoe","delta_first","second_delta_first","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickerId","returnerId","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","displayName","pyoe_acum","n"
"2020092011","3348",0.788608856201165,14.2206661701202,13.6022814512253,-7.02031597137452,-3.6921968460083,-14.898866891861,-1.57602993876594,-0.0454955322401864,-0.02137599502291,-0.666818466186527,14.2206661701202,13.6022814512253,"K.Fairbairn kicks 54 yards from HOU 35 to BAL 11. D.Duvernay to BAL 27 for 16 yards (T.Adams; B.Scarlett).",4,0,0,"HOU","Kickoff","Return",43846,52500,NA,"HOU",35,29580,NA,NA,NA,16,30,NA,54,16,38,45,"Devin Duvernay",15.1822190856933,5
"2020092012","39",1.58935600399971,17.1464402675629,17.2898716926575,-3.64724830627442,-2.43834924697876,-17.2064950466156,-0.278107355128637,-0.00708308545025912,0.00544354861432856,-2.17762245178223,17.1464402675629,17.2898716926575,"H.Butker kicks 60 yards from KC 35 to LAC 5. J.Reed to LAC 21 for 16 yards (N.Keizer).",1,0,0,"KC","Kickoff","Return",45046,52559,NA,"KC",35,54000,NA,NA,NA,0,0,NA,60,16,44,75,"Joe Reed",17.4406344604492,5
"2020092013","879",18.2213869476318,27.3699951171875,28.2575967311859,-7.07351160049438,-3.71864891052246,-28.3637886047363,8.83963782571256,0.0865597799420357,0.0214790962636471,15.3163191986084,27.3699951171875,28.2575967311859,"J.Bailey kicks 66 yards from NE 35 to SEA -1. T.Homer pushed ob at SEA 43 for 44 yards (J.Bailey).",2,0,0,"NE","Kickoff","Return",47946,47987,NA,"NE",35,50340,NA,NA,NA,7,14,NA,66,44,22,75,"Travis Homer",14.6949946975708,5
"2020092400","2070",8.07174829483032,2.56963682174683,7.02728366851807,-3.97891116142273,-3.27863693237305,-3.81699752807617,2.50064855711327,-0.0411911209424337,0.189825710323122,5.58857166290283,2.56963682174683,7.02728366851807,"(12:30) L.Cooke punts 49 yards to MIA 9, Center-R.Matiscik. J.Grant to MIA 24 for 15 yards (D.Ogunbowale).",3,4,5,"JAX","Punt","Return",46316,43475,NA,"JAX",42,45000,NA,NA,NA,7,21,NA,49,15,34,68,"Jakeem Grant",-1.08251850128173,5
"2020092700","1604",3.02506973266601,24.662295460701,25.1418243646622,-5.48610307693481,-4.54386806488037,-26.4302703142166,0.0402918677330014,0.0080613374710083,0.0166713386774063,-2.46644309997559,24.662295460701,25.1418243646622,"S.Hofrichter kicks 65 yards from ATL 35 to CHI 0. C.Patterson to CHI 25 for 25 yards (J.Hawkins).",2,0,0,"ATL","Kickoff","Return",52636,39975,NA,"ATL",35,16620,NA,NA,NA,16,3,NA,65,25,40,45,"Cordarrelle Patterson",36.4137186431885,7
"2020092700","2504",15.4092052459717,25.7237815856934,25.7237815856934,-13.4819068908691,-3.60968589782715,-25.7689895629883,4.52726167219657,0.249664942423503,0.0210815359044958,12.2862184143066,25.7237815856934,25.7237815856934,"S.Hofrichter kicks 67 yards from ATL 35 to CHI -2. C.Patterson to CHI 38 for 40 yards (S.Neasman).",3,0,0,"ATL","Kickoff","Return",52636,39975,NA,"ATL",35,45240,NA,NA,NA,23,10,NA,67,40,27,75,"Cordarrelle Patterson",48.6999370574951,8
"2020092700","4100",-0.047990341186523,19.36339199543,19.7916188240051,-8.17392967224121,-3.73020458221436,-19.8186742067337,-2.96760241105006,0.120242187610039,0.00389358172049889,-8.17392967224121,19.36339199543,19.7916188240051,"C.Santos kicks 62 yards from CHI 35 to ATL 3. B.Powell pushed ob at ATL 15 for 12 yards (J.Iyiegbuniwe).",4,0,0,"CHI","Kickoff","Return",41991,46830,NA,"CHI",35,22800,NA,NA,NA,26,16,NA,62,12,50,75,"Brandon Powell",-29.9087006378174,5
"2020092700","42",3.28801773071289,23.7637218236923,24.6583249568939,-5.80234405517578,-4.46310138702393,-25.5336669683456,-0.906409903995017,-0.0013870353048498,0.0418420054695823,0.214138717651366,23.7637218236923,24.6583249568939,"S.Hofrichter kicks 66 yards from ATL 35 to CHI -1. C.Patterson pushed ob at CHI 25 for 26 yards (K.Neal).",1,0,0,"ATL","Kickoff","Return",52636,39975,NA,"ATL",35,54000,NA,NA,NA,0,0,NA,66,26,40,75,"Cordarrelle Patterson",48.9140757751465,9
"2020092702","2318",13.557516708374,5.40838861465454,5.08344268798828,-3.26817699432373,-4.17359018325806,-7.92231035232544,5.49196941339451,-0.121042938336082,0.00353825999342877,6.92124488830567,5.40838861465454,5.08344268798828,"(11:38) J.Gillan punts 57 yards to WAS 32, Center-C.Hughlett. S.Sims to CLE 49 for 19 yards (A.Janovich).",3,4,14,"CLE","Punt","Return",48139,48051,NA,"CLE",11,41880,NA,NA,NA,17,7,NA,57,19,38,21,"Steven Sims",-0.464422225952148,6
"2020092702","623",-1.62921118736267,5.79915714263916,6.35348200798035,-8.46538539886474,-1.96547603607178,-5.07530498504639,-4.60176744894547,-0.0364355661652305,-0.0213400721549988,-8.08153324127197,5.79915714263916,6.35348200798035,"(5:18) J.Gillan punts 43 yards to WAS 24, Center-C.Hughlett. S.Sims ran ob at WAS 25 for 1 yard (S.Takitaki).",1,4,14,"CLE","Punt","Return",48139,48051,NA,"CLE",33,19080,NA,NA,NA,0,0,NA,43,1,42,43,"Steven Sims",-8.54595546722412,7
"2020092703","307",1.31442978739739,5.74709594249725,5.67817091941833,-7.36497339248658,-2.76297688484192,-4.46230638027191,-2.2420868897027,0.067276827220259,-0.000240461579684554,-5.86018383026123,5.74709594249725,5.67817091941833,"(10:28) B.Colquitt punts 53 yards to TEN 26, Center-A.Cutting. K.Raymond to TEN 29 for 3 yards (C.Beebe).",1,4,14,"MIN","Punt","Return",34723,43584,NA,"MIN",21,37680,NA,NA,NA,0,3,NA,53,3,50,89,"Kalif Raymond",-13.574753704071,5
"2020092703","3817",4.6646779000759,4.94084215164185,5.67490276694298,-4.84034742355347,-5.22661876678467,-9.25366365909576,-0.190731206893926,0.028529554605484,-0.00358578562736511,-4.67084215164185,4.94084215164185,4.94084215164185,"(3:52) B.Colquitt punts 46 yards to TEN 17, Center-A.Cutting. K.Raymond to TEN 19 for 2 yards (A.Abdullah).",4,4,12,"MIN","Punt","Return",34723,43584,NA,"MIN",37,13920,NA,NA,NA,30,28,NA,46,2,44,47,"Kalif Raymond",-18.2455958557129,6
"2020092703","828",7.79071899414063,20.5730450153351,20.5810641050339,-1.81964376926422,-3.15271234512329,-21.4938099384308,2.37186877536324,0.00990535178274479,-0.0039684367629717,5.56064109802246,20.5730450153351,20.5810641050339,"D.Bailey kicks 66 yards from MIN 35 to TEN -1. K.Raymond to TEN 29 for 30 yards (G.Iloka).",1,0,0,"MIN","Kickoff","Return",38134,43584,NA,"MIN",35,9780,NA,NA,NA,7,6,NA,66,30,36,75,"Kalif Raymond",-22.1196588897705,5
"2020092706","4530",4.09964272499084,22.0821029245853,22.3669041693211,-14.1378559112549,-11.8942375183105,-33.9763404428959,0.385013961509657,0.00128013758282912,0.0052006511311782,-14.1378559112549,22.0821029245853,22.3669041693211,"(7:08) C.Johnston punts 56 yards to CIN 31, Center-R.Lovato. A.Erickson to CIN 41 for 10 yards (K.Wallace; T.Edwards).",5,4,8,"PHI","Punt","Return",45603,43663,NA,"PHI",13,25680,NA,NA,NA,23,23,NA,56,10,46,23,"Alex Erickson",-20.9215233230591,5
"2020092707","2535",7.33265937805176,16.0788035392761,16.1423313617706,-2.66916262626648,-5.91001224517822,-16.9754748344421,2.17944233839329,-0.0206117171507615,-0.00182672647329477,6.52874214172363,16.0788035392761,16.1423313617706,"C.Boswell kicks 66 yards from PIT 35 to HOU -1. D.Carter to HOU 26 for 27 yards (M.Hilton).",3,0,0,"PIT","Kickoff","Return",41953,42794,NA,"PIT",35,35640,NA,NA,NA,20,21,NA,66,27,39,75,"DeAndre Carter",-13.8964882659912,5
"2020092707","428",4.91127708435058,21.598328769207,21.5379278063774,-6.18827342987061,-3.31573152542114,-21.6477271914482,0.937760828458345,0.137246112028758,0.013677010169396,3.84599617004395,21.598328769207,21.5379278063774,"C.Boswell kicks 65 yards from PIT 35 to HOU 0. D.Carter to HOU 26 for 26 yards (M.Allen).",1,0,0,"PIT","Kickoff","Return",41953,42794,NA,"PIT",35,32100,NA,NA,NA,3,0,NA,65,26,39,75,"DeAndre Carter",-10.0504920959473,6
"2020092707","633",4.6570804977417,19.0081076920033,19.194906771183,-3.02022693634034,-2.43469333648682,-21.2168364822865,0.770859203589439,-0.00597990740989817,0.00322067377896144,-0.0349423217773364,19.0081076920033,19.194906771183,"K.Fairbairn kicks 61 yards from HOU 35 to PIT 4. R.McCloud to PIT 23 for 19 yards (K.Crossen, D.Cole).",1,0,0,"HOU","Kickoff","Return",43846,46256,NA,"HOU",35,21660,NA,NA,NA,3,7,NA,61,19,42,45,"Ray-Ray McCloud",38.6936524963379,5
"2020092708","1043",2.44577655792236,9.57836997509003,10.1025562286377,-6.37968835830688,-3.17740726470947,-10.2500447034836,-1.64801592951235,0.0319733852925508,-0.00344633796940679,0.761601753234864,9.57836997509003,10.1025562286377,"(11:41) B.Mann punts 45 yards to IND 11, Center-T.Hennessy. N.Hines to IND 23 for 12 yards (N.Hewitt; R.Griffin).",2,4,10,"NYJ","Punt","Return",52599,46173,NA,"NYJ",44,42060,NA,NA,NA,14,7,NA,45,12,33,66,"Nyheim Hines",11.1301703071594,5
"2020092708","228",0.209999999999997,21.9261099547148,21.8860394209623,-13.4351194000244,-2.95272493362427,-22.9451395720243,-6.19066944496972,-0.00592879631689617,-0.000954060327439081,-13.4351194000244,21.9261099547148,21.8860394209623,"R.Sanchez kicks 62 yards from IND 35 to NYJ 3. J.Malone to NYJ 12 for 9 yards (G.Odum).",1,0,0,"IND","Kickoff","Return",45153,44941,NA,"IND",35,44700,NA,NA,NA,7,0,NA,62,9,53,75,"Josh Malone",2.42222915649415,5
"2020092708","2806",0.322186632156374,13.0285584926605,13.1318085193634,-8.28684719085693,-3.23826456069946,-14.381201505661,-3.53894675374031,-0.0276912423697385,-0.0293689180504192,-8.28684719085693,13.0285584926605,13.1318085193634,"R.Sanchez kicks 48 yards from 50 to NYJ 2. J.Malone to NYJ 9 for 7 yards (E.Speed).",4,0,0,"IND","Kickoff","Return",45153,44941,NA,NA,50,54000,NA,NA,NA,31,7,NA,48,7,41,60,"Josh Malone",-5.86461803436278,6
"2020092708","41",1.35467163085938,20.9970276355743,19.9888187646866,-13.6967936706543,-4.70007038116455,-23.4988625049591,-5.36811328101576,0.0190735448870743,-0.0626102309477957,-5.27098937988281,20.9970276355743,19.9888187646866,"R.Sanchez kicks 63 yards from IND 35 to NYJ 2. J.Malone to NYJ 21 for 19 yards (T.Carrie).",1,0,0,"IND","Kickoff","Return",45153,44941,NA,"IND",35,54000,NA,NA,NA,0,0,NA,63,19,44,75,"Josh Malone",-11.1356074142456,7
"2020092709","1004",10.1844891357422,24.609858751297,24.5594553947449,-3.50718795776367,-2.91665554046631,-23.655289888382,3.99235253939482,-0.00352178371115907,0.013364413013197,7.51039131164551,24.609858751297,24.5594553947449,"T.Long kicks 71 yards from LAC 35 to CAR -6. P.Cooper to CAR 29 for 35 yards (B.Facyson).",2,0,0,"LAC","Kickoff","Return",42663,43406,NA,"LAC",35,51240,NA,NA,NA,7,6,NA,71,35,36,75,"Pharoh Cooper",24.3814064788818,5
"2020092709","376",6.78647258758545,24.3101436025463,24.4426980866119,-2.31769371032715,-3.34572410583496,-27.6558677083813,1.72025776229799,0.00394304444575134,0.00155946451841908,-2.31769371032715,24.3101436025463,24.4426980866119,"J.Slye kicks 62 yards from CAR 35 to LAC 3. J.Reed to LAC 26 for 23 yards (J.Slye).",1,0,0,"CAR","Kickoff","Return",48337,52559,NA,"CAR",35,33600,NA,NA,NA,0,3,NA,62,23,39,75,"Joe Reed",15.1229407501221,6
"2020092710","3173",3.89952869415283,17.2997374534607,17.81079185009,-5.1445641708374,-3.19985485076904,-18.2288298606873,0.436735764929882,-0.018876404945667,0.00775739137942974,2.83118774414062,17.2997374534607,17.81079185009,"Z.Gonzalez kicks 67 yards from ARI 35 to DET -2. J.Agnew to DET 20 for 22 yards (T.Sherfield; E.Turner). PENALTY on DET-E.Lee, Offensive Holding, 10 yards, enforced at DET 20.",3,0,0,"ARI","Kickoff","Return",45037,44978,NA,"ARI",35,2100,"OH","DET 55",10,23,20,NA,67,22,55,75,"Jamal Agnew",16.2816281890869,5
"2020092710","3771",1.1782992553711,17.797985970974,17.8851624727249,-3.25183837890625,-2.55051040649414,-17.331002175808,-0.912196063608734,0.0310455931199564,-0.00790333586770135,-1.57238418579101,17.797985970974,17.8851624727249,"J.Fox kicks 58 yards from DET 35 to ARI 7. C.Edmonds to ARI 23 for 16 yards (Q.Cephus).",4,0,0,"DET","Kickoff","Return",48258,46203,NA,"DET",35,24240,NA,NA,NA,23,23,NA,58,16,42,75,"Chase Edmonds",9.40207702636717,5
"2020092710","379",9.72006378173828,15.7358369827271,14.930465221405,-4.77369384765625,-3.78004908561707,-15.9457387924194,1.50917777935664,0.0140632639328639,0.00989148020744324,9.72006378173828,15.7358369827271,14.930465221405,"J.Fox kicks 69 yards from DET 35 to ARI -4. C.Edmonds to ARI 28 for 32 yards (T.Walker).",1,0,0,"DET","Kickoff","Return",48258,46203,NA,"DET",35,30420,NA,NA,NA,0,3,NA,69,32,37,45,"Chase Edmonds",19.1221408081054,6
"2020092712","3772",0.754571578651667,24.760235786438,24.6298114657402,-11.2577584838867,-3.0053653717041,-23.7472467422485,-5.16875184299987,-0.0261519454246344,-0.00303312373715778,-9.95476943969727,24.760235786438,24.6298114657402,"G.Zuerlein kicks 60 yards from DAL 35 to SEA 5. T.Homer to SEA 22 for 17 yards (D.Wilson).",4,0,0,"DAL","Kickoff","Return",38701,47987,NA,"DAL",35,47220,NA,NA,NA,30,28,NA,60,17,43,75,"Travis Homer",4.74022525787353,6
"2020092712","782",9.46134712219238,7.41814804077148,7.40074825286865,-4.19720792770386,-4.09974980354309,-7.39513778686523,4.4021448593291,0.0290430689614917,0.034775730163332,9.44435737609863,7.41814804077148,7.40074825286865,"(5:00) M.Dickson punts 52 yards to DAL 16, Center-T.Ott. C.Lamb to DAL 35 for 19 yards (T.Homer, J.Hollister).",1,4,8,"SEA","Punt","Return",46218,52425,NA,"SEA",32,18000,NA,NA,NA,9,3,NA,52,19,33,78,"CeeDee Lamb",8.71445154190064,5
"2020092713","1545",9.60784300804139,7.07375383377075,6.48448705673218,-5.96798271179199,-4.08136749267578,-9.04969692230225,2.21544899336803,-0.0586537607969382,-0.0237817546496025,4.94536464691162,7.07375383377075,6.48448705673218,"(2:51) J.Scott punts 38 yards to NO 25, Center-H.Bradley. D.Harris to NO 39 for 14 yards (O.Burks).",2,4,8,"GB","Punt","Return",46241,48415,NA,"GB",37,10260,NA,NA,NA,10,13,NA,38,14,24,73,"Deonte Harris",24.9713024139404,5
"2020092713","1986",1.98586486816406,13.4126915931702,14.723611831665,-2.7584753036499,-2.61356592178345,-13.5225415229797,-0.259023214915523,-0.0548881136852762,0.0308174257693083,-0.736249771118167,13.4126915931702,14.723611831665,"W.Lutz kicks 53 yards from NO 35 to GB 12. T.Ervin to GB 29 for 17 yards (J.Hardee; P.Williams).",2,0,0,"NO","Kickoff","Return",43689,43408,NA,"NO",35,360,NA,NA,NA,17,13,NA,53,17,36,45,"Tyler Ervin",-11.7891639709473,5
"2020092713","424",0.71346368789672,20.4049296379089,21.4061388969421,-9.163309135437,-6.46748352050781,-23.2380385398865,-4.7789069421203,-0.0469356510374281,0.0195070328535857,-4.98816162109375,20.4049296379089,21.4061388969421,"M.Crosby kicks 68 yards from GB 35 to NO -3. D.Harris to NO 19 for 22 yards (O.Burks). FUMBLES (O.Burks), recovered by NO-J.Gray at NO 23. J.Gray to NO 23 for no gain (V.Scott).",1,0,0,"GB","Kickoff","Return",32386,48415,NA,"GB",35,27000,NA,NA,NA,0,3,NA,68,22,42,45,"Deonte Harris",9.48171257019044,5
"2020092800","1132",73.9543784332275,20.0386666059494,20.002015799284,-29.4305816650391,-15.6088581085205,-28.5105571746826,29.8413504188939,0.0644363426325614,0.00129411800911552,72.2616026306152,20.0386666059494,20.002015799284,"H.Butker kicks 58 yards from KC 35 to BAL 7. D.Duvernay for 93 yards, TOUCHDOWN.",2,0,0,"KC","Kickoff","Return",45046,52500,NA,"KC",35,46320,NA,NA,NA,3,13,NA,58,93,-35,45,"Devin Duvernay",87.4438217163086,6
"2020092800","554",8.2908373260498,14.8272981643677,14.0939948558807,-3.60387199401855,-3.54647064208984,-15.0029726028442,3.29315964295529,-0.0606185490531581,-0.0130947019372668,4.9644620513916,14.8272981643677,14.0939948558807,"H.Butker kicks 57 yards from KC 35 to BAL 8. D.Duvernay to BAL 34 for 26 yards (T.Thompson).",1,0,0,"KC","Kickoff","Return",45046,52500,NA,"KC",35,24180,NA,NA,NA,3,6,NA,57,26,31,75,"Devin Duvernay",92.4082837677002,7
"2020100100","3216",40.7162003600597,7.42680621147156,7.32094889879227,-5.32837440490722,-5.17466926574707,-7.82081294059753,19.2803916209239,0.013517039162772,0.00570009977786572,32.3359866714478,7.42680621147156,7.32094889879227,"(1:07) B.Mann punts 42 yards to DEN 15, Center-T.Hennessy. D.Spencer to NYJ 44 for 41 yards (B.Mann).",3,4,15,"NYJ","Punt","Return",52599,42051,NA,"NYJ",43,4020,NA,NA,NA,16,24,NA,42,41,1,53,"Diontae Spencer",23.7538930892945,5
"2020100400","2987",-0.135696671009057,17.6630830764771,17.9669682979584,-7.66810997009277,-2.13578987121582,-17.8005704879761,-4.04821909108677,-0.0153141569446873,0.0261583779309247,-3.03823905944823,17.6630830764771,17.9669682979584,"Z.Gonzalez kicks 65 yards from ARI 35 to CAR 0. P.Cooper to CAR 18 for 18 yards (K.Fitts).",3,0,0,"ARI","Kickoff","Return",45037,43406,NA,"ARI",35,4500,NA,NA,NA,28,14,NA,65,18,47,45,"Pharoh Cooper",21.3431674194336,6
"2020100400","3549",1.47801834344864,1.99693262577057,2.90703952312469,-6.50006145477295,-3.26174378395081,-4.38641226291656,-1.62823872739077,-0.218131199479103,0.0107968166470528,-6.50006145477295,-1.40118408203125,-1.75803852081299,"(7:06) A.Lee punts 42 yards to CAR 37, Center-A.Brewer. P.Cooper pushed ob at CAR 37 for no gain (T.Vallejo).",4,4,14,"ARI","Punt","Return",29141,43406,NA,"ARI",21,25560,NA,NA,NA,31,14,NA,42,0,42,89,"Pharoh Cooper",-14.9875997543335,5
"2020100401","1988",0.811186809539791,7.42464792728424,7.251624584198,-7.74677734375,-1.95422601699829,-5.75447618961334,-2.72324434125965,-0.0169421224431558,-0.00435944375666705,-4.56158348083495,7.42464792728424,7.251624584198,"(2:16) P.O'Donnell punts 49 yards to IND 26, Center-P.Scales. N.Hines to IND 30 for 4 yards (J.Woods). PENALTY on CHI-C.Patterson, Unsportsmanlike Conduct, 15 yards, enforced at IND 30.",2,4,10,"CHI","Punt","Return",41420,46173,NA,"CHI",25,8160,"UNSd","CHI 84",-15,3,10,NA,49,4,30,35,"Nyheim Hines",6.56858682632446,6
"2020100401","2563",1.39268671989441,5.0099048614502,3.40362739562988,-5.5858283996582,-4.37031936645508,-9.38022422790527,-0.898585902690887,-0.245981594589021,-0.0359625273280674,-4.22193267822265,5.0099048614502,3.40362739562988,"(11:16) P.O'Donnell punts 42 yards to IND 37, Center-P.Scales. N.Hines to CHI 49 for 14 yards (J.Woods).",3,4,13,"CHI","Punt","Return",41420,46173,NA,"CHI",21,40560,NA,NA,NA,3,13,NA,42,14,28,31,"Nyheim Hines",2.34665414810181,7
"2020100401","3257",-0.00739869832992568,17.8216366767883,21.3100748062134,-15.1269773864746,-8.96333312988281,-18.6350655555725,-4.64159453618858,-0.130543285359939,0.0934318680730131,-4.13199584960937,17.8216366767883,21.3100748062134,"R.Sanchez kicks 69 yards from IND 35 to CHI -4. C.Patterson to CHI 17 for 21 yards (J.Glasgow; G.Odum).",3,0,0,"IND","Kickoff","Return",45153,39975,NA,"IND",35,3300,NA,NA,NA,3,16,NA,69,21,48,75,"Cordarrelle Patterson",44.7820799255371,10
"2020100401","3367",12.6125589752197,5.78041696548462,5.57845425605774,-1.79431028366089,-3.43017959594727,-5.72880887985229,5.27776507643766,-0.0645999769831813,0.00219884306885475,8.5462922668457,5.78041696548462,5.57845425605774,"(14:18) P.O'Donnell punts 59 yards to IND 16, Center-P.Scales. N.Hines to IND 37 for 21 yards (J.Woods).",4,4,2,"CHI","Punt","Return",41420,46173,NA,"CHI",25,51480,NA,NA,NA,3,16,NA,59,21,38,85,"Nyheim Hines",10.8929464149475,8
"2020100401","40",2.31857124328614,23.1257877349854,23.2789600491524,-3.54307830810546,-3.61886596679688,-22.0850391387939,-0.994443676738685,0.00395272423823674,0.0039546483506759,0.324212265014651,23.1257877349854,23.2789600491524,"R.Sanchez kicks 73 yards from IND 35 to CHI -8. C.Patterson to CHI 18 for 26 yards (G.Odum; B.Banogu).",1,0,0,"IND","Kickoff","Return",45153,39975,NA,"IND",35,54000,NA,NA,NA,0,0,NA,73,26,47,45,"Cordarrelle Patterson",45.1062921905517,11
